path,sha256,size_bytes
modules/finmind_client.py,995e8d3ba5b9bf54ac50f3b1566fae3b440b2b732fb50870aea0bfbe22f28c0c,20315
modules/finmind_data.py,82f2cc642fad4a565018c74d8fee4dca7e551242944ba98700dedc16acfe63e0,7729
modules/fundamental_factors.py,94816347c32cb6fa2638dae66a4bd8c93aeb0ffd2f4eea20fcbc2cac6613da3e,15320
modules/institutional_flow.py,cb34fade3da6065d5e1005d7eee2fa0f95797c19e856b58bd92981e107ad8ae0,9384
modules/market_cap_stratify.py,8370b07374401219666f0fca220d5e2179b75a2b0cde1298aa7c9ad8c16e96bf,13805
modules/market_dashboard.py,5232a5ccf52ed0214fc9e126a0159769302e1cbe8a09deebafa50255c7016644,4830
modules/multi_factor.py,22e0448f5f4bc7dace5f9ea02e60a5813cc7aba9914c3147a380f0c2980d549d,25105
modules/portfolio.py,fdc5318918904895f93ac6886f15f1285442323f5c5743e06019226942a30f89,2814
modules/portfolio_risk.py,a9154d6fd55fba4cdc7d9f836cfcd9fe43205b0ec4be82da8f88627317a19b37,30737
modules/predictor.py,7c66ede7fdb30f4c0b446d2432277ec72c6f858288d2b9e226578455c7a6701b,11371
modules/rating_engine.py,81f759f122cae22f0bde7abdd738a94e44e484cd79d4e107fd45d8b63fad36a9,10480
modules/report_generator.py,b6d15488590ee59f9d35600d1bef1c494000a08548931c239e2b1d9e1c47c45f,37555
modules/report_styles.py,31967833275ffeb5605820b5936d68c1f6e7f3c13a70bcdf7667d84cece1ab81,6928
modules/research_pipeline.py,b6cad05ff5b92d1de58a732caea7856f0b4eb025fa56c79752fa7619499257fb,41605
modules/risk_analysis.py,3bd8d0d6afd217d05033ae47b6192f661933380d78868eac7b8ee37d37586044,7618
modules/stats_utils.py,7bad1f88397e1c823956160641ccb5a0468326dd7c18a0fc756499e5a45dbd77,7958
modules/stock_scanner.py,82e071a63d0ebd9debd3e808d4082697e1b3a64579ec7d76405ac8c574fc2aa5,8399
modules/strategy_screener.py,9e1b797f1f62bf65671b6968202d01ee4705c7e2e26d98f65f4ff15ab9afc08c,6220
modules/transaction_cost.py,a1792ee5918e23cf550ea31668c2d380f89b8cb3eb790c2751d7deb70ded5c90,22917
modules/ui_components.py,836fd993976204123e1e8290d0a22fd58bd5785f93ca10d811ec7610ecce3dd0,19660
modules/universe_builder.py,e3404abd45829443c954cd32fc5bfd4dbc20261cf13b845d116ae012fa7fd259,6776
modules/universe_pit.py,1bc87edfec55a91a3ec332d1b5f6b6845ba92cf12161493bb4a99a6b79189cec,10903
modules/walk_forward.py,bee1e84bacfa261871375ff97f30d7cfd0f30490bdc2c9daf7d0fb3cf21623b6,17289
pages/10_Fundamental_Factors_TW.py,b10d92ebca6fc910f5409bb8f7835294caf9eae99db6340a3528ac7bd7c9fe68,17559
pages/11_數據驗證中心.py,a9e16be58ff37ae5de3efeb845104c359cc043b2aef5b99718c77ead17947f76,16774
pages/12_多因子回測中心.py,1e8f1ad7a7bcae52b48118b77a5e433f7ab5a2fde25da8202fa67edb8e960f44,16312
pages/13_投資組合風險引擎.py,ab76f6073f872ffbc7828997ae21c82ae32489792ae6367e53a842757dc265ef,17991
pages/14_研究報告產生器.py,2125f9715c421161acf7be8375ee47df14f2a473614426fc517ebdeb1527d832,15467
pages/1_市場動能分析.py,cb92d654d675f8787c7d9c45837b0d42fd604ab62b3b8965e4cf9d5ca884d947,2705
pages/2_走勢預測分析.py,ec4eaaa6605b78c2e918d8d350a08a3627dfd6917c621027afad985a58cdfed7,3830
pages/3_即時市場分析.py,ae4f850cfe72800eb20ae852d1de6a251583260148297fbb6b06ceaf5306e2fb,9592
pages/4_短線機會掃描.py,68448e35f73185aaa6797717845f1ad6fd1b820b09d4871770f16085757b835c,5272
pages/5_個股量化分析.py,f9a936401a669bdb070496ffd67d9a96a74e6753c4f28b488d873c5b37b3ad83,8433
pages/6_投資組合管理.py,84833231a4d0f6fb603bb1e7a18d254a005d431e2aea8aac6128bc746208c538,7676
pages/7_因子選股.py,9f9c722636d9a69bc2bf0ee5e45d5ba042c1e7032010c92555770f274c4525f8,22907
pages/8_策略驗證中心.py,9a870f9cd5da2e8b419142349e55f98ea825a13a02ae8afb378510c46ca4cc5e,8446
pages/9_法人籌碼分析.py,cb8aaa9045d36734755eafa13af3c5425f6867c2de84f4489cf059f2c4cf1409,8945
pyproject.toml,0b35f3edb9a8e9cca70f21cc8af85e9a0a12678e25408b8c31e2c6f8db19c367,785
railway.toml,c12df42bc6af5ebbb61bdcecb414a5622b719ac7c678b458b00b320a0317fa4e,151
reproducibility_manifest.md,ab9f6668d24c5981f831bc747f852ff4b3add166a57d9f652caa397451f669df,3734
requirements.lock.txt,927b03f9c5615ea7165385956899c51e0b1fad4686647e68c679d80d9fbd027a,701
requirements.txt,d9b77b2feaf666c600e01740eb3e5b2daafbcd536cfd08e1972d8d573896d799,580
run_phase1.py,0cec36b83b3563de38969c14d2670c389af37125411bdc0c6309b9350db02cab,38259
runtime.txt,22fa90cd1f8121c0165c6df911d1ea71452a179460fbe371834bb792ba42f6c9,12
scripts/dev/README.md,b18f8b28fbad2348ec4aa97848442db29a9b04947b0ed295ffb9cabdc729bed8,937
scripts/dev/check_data.py,541feba365305bdb1d7806aca0c37e3364c52c421606acd2ce83d602d208b219,969
scripts/dev/preflight.py,cdc35db9376f49f94891bc2d146a8964582af2130d31e4b097a83aed41d69344,3284
scripts/dev/verify_token.py,fc4869f176301aa22937e53c4fb3af0a845a811ea20fc8f31d1440257ef5429a,1343
scripts/generate_pub_figures.py,1b31ccf7d4f7a3b279411d47e2eef32a719def8b6c725abe2e325c0b48075a66,29031
scripts/run_appendix_p1.py,ea344c41c7e1a3a32a659078bfb7a8d1a6998becc851ecf1c439e139b0337d59,14839
scripts/run_chapter5_results.py,e4e609fad52f9814861914095d4c5d28945c819b1d8f1f12432aeb79ce91616d,58483
scripts/run_critical_remediation.py,ef352b91004cf5a616fee8609dd0718c3a7e73fe5d1e7e2575649d99a7e489b5,44640
scripts/run_full_research.py,5b8e861f87b47ac8bac4fa44dad6dee3d7d5ab67d0e69d6d35b1fd7d09a93dd7,27734
scripts/run_phase1_execute.py,2a245c6f2cc0bc0d1e63dc274e755163549f82955be617ce27471507c7e9e917,53851
scripts/run_research_study.py,407afc201182535e1a0ee300ad50e1460206417160f02e39376690ef8fdd2f86,12090
strategies/__init__.py,f1f8fe4635abe44323705d5d7a7698c8c84332975bc4850e033d497cdfe9ba08,25
strategies/ma_strategy.py,aa215980656b4544152fd5602fd46dacf2d81d644833fd879f7beb04e312f620,2084
strategies/macd_strategy.py,f1dc6877a372d8cfb09fdc6ff3c86cde8368084aa61f91d55221bf002224a3de,1728
strategies/rsi_strategy.py,c468d4a8d772400fc1a153c4e37bef77ab229ba7949b269bf6fd4bd9c3a8be22,5787
tests/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
tests/test_backtest.py,a498d66aa48989898d1cb9db58a26ff0c8b46b62f2a63c780067d6d679b014e6,4939
tests/test_cross_sectional.py,97bf271dde44ee5700c75b3dad0070a027f31a0ea1c33eeefe9f447296daa435,28270
tests/test_feature_engineering.py,aaf9a06a451a5cfc13e9023d63d0c9fc52fa960a9f5993b9f5ee87b3af3fb500,1433
tests/test_financial_validator.py,9cfb55fc978f2727b861edb8f0ecb2040473a343cdcde46c812f39a1dcc85dd8,8222
tests/test_finmind_client.py,f7533921ca1a932af45dd4ed084b69d8d9a10ffc134c3ea3f0f2a3b409142cad,7165
tests/test_fmb.py,c8dfc1ba83fe64ccd6e9e1d2cd8e88fae741d256365dbbcbb67dbc5ab6d2ca8e,9278
tests/test_market_dashboard.py,e42d1188180d692091f351ca074b25596fe717165e67276453ba57e4b13f2c61,1898
tests/test_portfolio_risk.py,3de7fbbaf3cb881b7814d8dfce1022aff2270fe98de764ab83bc8979d9cda994,1658
tests/test_run_critical_remediation.py,bcabbd57a7546071c9b1dcbef7939f43f922d95fc47fed3bacf6d5eeedf63d22,6038
tests/test_stats_utils.py,b913d09d3efd40a25607ab5c4abeaea79506c35e7164697304abd32a0624c7b3,10768
tests/test_universe_snapshot.py,c8d9c1db14f2ac8b481fc3e0ad07b5689d8b3d580a739c80723fb9eb2357e220,1093
tests/test_walk_forward.py,5611eeee52ac077e3b314e47cab26511704f538d00c54e8228934bc62b0f1664,9792
thesis/chapter1_研究背景與動機.md,70fc2c50fb0e48ef0708c312e3f2febca71bf28049c27607a5408044cb3980c1,13402
thesis/chapter2_文獻探討.md,8f851842d95a35eb8e6cc73757a5a4f6cf5d2869b105925f3469714876c85cb3,25310
thesis/chapter3_研究方法.md,da2eda222c729d86a69b6a0eebfe4d289be732b8164d09c35c17aa235b411c09,16956
thesis/chapter4_資料說明.md,1b871ea782dd865362b023a6bffbc20a4c5e7952bd2ea9bc9f49a2cecb59c5c7,7560
thesis/chapter5_實證結果.md,6bc3aecadfa5862818861e1f3455b8b4d9a882ad8a1a27d1ed930fc9404399ff,23277
thesis/chapter6_結論與建議.md,777aa79c088f4d668241d14aff6d22240a2f843d785f4a023871e02a8e8dbaa6,31495
utils/__init__.py,45aac2ba1eadf26b2c177c8bae922945515e0f1d11cdf6edd5dbc929b8a9d41d,20
utils/backtest.py,7614913ccec9b793fa83bda34e28f9d84faf8881521b726685d98d37d7ca50a5,10820
utils/charts.py,7718a5da6534ff5897839868e8eafd73ca48acfb73139709a01ceb38423d2990,7436
utils/data_fetcher.py,5aa809bd47443bf9ee8d262a007ad8fc30630167bb2759e341be14b11d419e4e,5114
utils/exporter.py,ab9c2b30e0195c609428eb532cc6f06aaa95a81a755a2ee3dda237f9994ed3de,1762
utils/indicators.py,a0a7ad5b9eb71369932606130b2c70776e964246f35b3139aa337a6f4ba25034,4795
utils/snapshot_manager.py,0ce75df5dfc4a62c69acdf6650bf164e4defe292a1c03f3b8c9b6664643891cb,9792
validators/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
validators/financial_validator.py,9ee8821593191b3339ec04f33a95efdef39dd4c357ed4d97ace1056b83aa8d5c,9558
